1,GasterBlaster,1,0,0,189,246,0,0.333,0.26666,,
0.3,GasterBlaster,1,0,0,259,166,90,0.333,0.26666,,
0.3,GasterBlaster,1,640,480,449,366,180,0.666,0.26666,,
0.3,GasterBlaster,1,640,480,379,446,270,0.666,0.26666,,
1,GasterBlaster,2,0,240,139,306,0,,0.26666,,
0.3,GasterBlaster,2,640,240,499,306,180,,0.26666,,
0.3,HeartMode,0,,,,,,,,,
0.3,Sound,Warning,,,,,225,0.333,0.26666,,
1,GasterBlaster,1,0,0,189,176,45,0.333,0.26666,,
0.3,GasterBlaster,1,640,0,449,176,135,0.333,0.26666,,
0.3,GasterBlaster,1,640,480,449,436,225,0.333,0.26666,,
0.3,GasterBlaster,1,0,480,189,436,315,0.333,0.26666,,
1,GasterBlaster,1,0,0,189,246,0,0.333,0.26666,,
0.3,GasterBlaster,1,0,0,259,166,90,0.333,0.26666,,
0.3,GasterBlaster,1,640,480,449,366,180,0.666,0.26666,,
0.3,GasterBlaster,1,640,480,379,446,270,0.666,0.26666,,
0.3,GasterBlaster,2,0,240,139,306,0,,0.26666,,
0.3,GasterBlaster,2,640,240,499,306,180,,,,
0.3,HeartMode,0,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
0,CombatZoneResize,239,226,404,391,,,,,,
0.6,HeartMode,0,,,,,,,,,
0.2,SansAnimation,Idle,,,,,,,,,
0,CombatZoneResize,239,226,404,391,,,,0.26666,,
0.6,HeartMode,0,,,,,,0.333,,,
0.2,SansAnimation,Idle,,,,,,,0.26666,,
0.4,GasterBlaster,1,640,0,480,304,180,0.333,0.26666,,
0,SansSweat,1,,,,,,0.333,0.26666,,
0,GasterBlaster,1,0,0,160,304,0,0.333,0.26666,,
0.9,GasterBlaster,1,0,0,189,176,45,0.333,0.26666,,
0,GasterBlaster,1,640,0,449,176,135,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,436,225,0.333,0.26666,,
0,GasterBlaster,1,0,480,189,436,315,,0.26666,,
0.4,GasterBlaster,1,640,0,480,304,180,,0.26666,,
0,SansSweat,1,,,,,,,0.26666,,
0,HeartMode,0,,,,,,,0.26666,,
0.2,GasterBlaster,1,0,0,321,,,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,306,,0.333,0.26666,,
0,GasterBlaster,1,640,480,321,166,0,0.333,0.26666,,
0,GasterBlaster,1,0,0,189,306,90,0.333,0.26666,,
0.9,GasterBlaster,1,0,0,259,446,180,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,246,270,0.333,0.26666,,
0,GasterBlaster,1,640,480,379,166,0,0.333,0.26666,,
0,GasterBlaster,1,0,0,189,366,90,0.333,0.26666,,
0.9,GasterBlaster,1,640,0,449,446,180,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,176,270,0.333,0.26666,,
0,GasterBlaster,1,0,480,189,176,45,0.333,0.26666,,
0,GasterBlaster,1,0,0,189,436,135,0.333,0.26666,,
0.9,GasterBlaster,1,0,0,259,436,225,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,246,315,0.333,0.26666,,
0,GasterBlaster,1,640,480,379,166,0,0.333,0.26666,,
0,GasterBlaster,1,0,240,139,366,90,0.333,0.26666,,
0.6,GasterBlaster,2,640,240,499,446,180,0.666,0.26666,,
0,GasterBlaster,2,,,,306,270,0.666,0.26666,,
0,CombatZoneResizeInstant,239,226,404,391,306,0,,0.26666,,
0,SansHead,Default,,,,,180,,0.26666,,
0,HeartMode,0,,,,,,,0.26666,,
0,HeartMode,0,,,,,,,0.26666,,
0.2,GasterBlaster,1,0,0,,,,,0.26666,,
0,GasterBlaster,1,640,480,321,,,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,306,,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,366,180,0.666,0.26666,,
0,GasterBlaster,2,0,240,379,446,270,0.666,0.26666,,
0,GasterBlaster,2,640,240,139,306,0,0.333,0.26666,,
0,GasterBlaster,1,640,480,499,306,180,0.333,0.26666,,
0,GasterBlaster,1,0,0,379,166,0,0.333,0.26666,,
0.9,GasterBlaster,1,640,0,189,366,90,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,446,180,0.333,0.26666,,
0,GasterBlaster,1,0,480,449,176,270,0.333,0.26666,,
0,GasterBlaster,1,0,0,189,176,45,0.333,0.26666,,
0.9,GasterBlaster,1,0,0,189,436,135,0.333,0.26666,,
0,GasterBlaster,1,640,480,259,436,225,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,246,315,0.333,0.26666,,
0,GasterBlaster,1,640,480,379,166,0,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,366,180,0.666,0.26666,,
0,GasterBlaster,2,0,240,379,446,270,0.666,0.26666,,
0,GasterBlaster,2,640,240,139,306,0,,0.26666,,
0.2,GasterBlaster,1,0,0,499,306,180,,0.26666,,
0,GasterBlaster,1,640,480,321,,,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,306,,0.333,0.26666,,
0,GasterBlaster,1,0,0,321,166,0,0.333,0.26666,,
0.9,GasterBlaster,1,0,0,189,306,90,0.333,0.26666,,
0,GasterBlaster,1,640,480,259,446,180,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,246,270,0.333,0.26666,,
0,GasterBlaster,1,0,0,379,166,0,0.333,0.26666,,
0.9,GasterBlaster,1,640,0,189,366,90,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,446,180,0.333,0.26666,,
0,GasterBlaster,1,0,480,449,176,270,0.333,0.26666,,
0,GasterBlaster,1,0,0,189,176,45,0.333,0.26666,,
0.9,GasterBlaster,1,0,0,189,436,135,0.333,0.26666,,
0,GasterBlaster,1,640,480,259,436,225,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,246,315,0.333,0.26666,,
0,GasterBlaster,1,0,240,379,166,0,0.333,0.26666,,
0.6,GasterBlaster,2,640,240,139,366,90,0.333,0.26666,,
0,GasterBlaster,2,,,499,446,180,,0.26666,,
,,,,,,,,,0.26666,,
0.3,Sound,Warning,,,,,225,0.333,0.26666,,
0.3,GasterBlaster,1,0,0,189,176,45,0.333,0.26666,,
0.3,GasterBlaster,1,640,0,449,176,135,0.333,0.26666,,
0.3,GasterBlaster,1,640,480,449,436,225,0.333,0.26666,,
0.3,GasterBlaster,1,0,480,189,436,315,0.333,0.26666,,
1,GasterBlaster,1,0,0,189,246,0,0.333,0.26666,,
0.3,GasterBlaster,1,0,0,259,166,90,0.333,0.26666,,
0.3,GasterBlaster,1,640,480,449,366,180,0.666,0.26666,,
0.3,GasterBlaster,1,640,480,379,446,270,0.666,0.26666,,
1,GasterBlaster,2,0,240,139,306,0,,0.26666,,
0.3,GasterBlaster,2,640,240,499,306,180,,0.26666,,
0.3,HeartMode,0,,,,,,,0.26666,,
0.2,GasterBlaster,1,0,0,,,,,0.26666,,
0,GasterBlaster,1,640,480,321,,,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,306,,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,366,180,0.666,0.26666,,
0,GasterBlaster,2,0,240,379,446,270,0.666,0.26666,,
0,GasterBlaster,2,640,240,139,306,0,0.333,0.26666,,
0,GasterBlaster,1,640,480,499,306,180,0.333,0.26666,,
0,GasterBlaster,1,0,0,379,166,0,0.333,0.26666,,
0.9,GasterBlaster,1,640,0,189,366,90,0.333,0.26666,,
0,GasterBlaster,1,640,480,321,,,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,306,,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,366,180,0.666,0.26666,,
0,GasterBlaster,2,0,240,379,446,270,0.666,0.26666,,
0,GasterBlaster,2,640,240,139,306,0,0.333,0.26666,,
0,GasterBlaster,1,640,480,499,306,180,0.333,0.26666,,
0,GasterBlaster,1,0,0,379,166,0,0.333,0.26666,,
0.9,GasterBlaster,1,640,0,189,366,90,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,446,180,0.333,0.26666,,
0,GasterBlaster,1,0,480,449,176,270,0.333,0.26666,,
0,GasterBlaster,1,0,0,189,176,45,0.333,0.26666,,
0,GasterBlaster,1,640,480,321,,,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,306,,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,366,180,0.666,0.26666,,
0,GasterBlaster,2,0,240,379,446,270,0.666,0.26666,,
0,GasterBlaster,2,640,240,139,306,0,0.333,0.26666,,
0,GasterBlaster,1,640,480,499,306,180,0.333,0.26666,,
0,GasterBlaster,1,0,0,379,166,0,0.333,0.26666,,
0.9,GasterBlaster,1,640,0,189,366,90,0.333,0.26666,,
0,GasterBlaster,1,640,480,449,446,180,0.333,0.26666,,
0,GasterBlaster,1,0,480,449,176,270,0.333,0.26666,,
0,GasterBlaster,1,0,0,189,176,45,0.333,0.26666,,
,,,,,,,,,,,
3,EndAttack,,,,,,,,,,
